shop_date,lodging_name,market,num_guests,check_in,check_out,advance,los,hopper_price,competitor_1,competitor_2,competitor_3,competitor_4
1/2/2023,Hotel 100,Charlotte,2,1/5,1/9,3,4,806,909,818,909,909
1/2/2023,Hotel 100,Charlotte,2,1/2,1/8,0,6,1346,1457,1311,1457,1456
1/2/2023,Hotel 100,Charlotte,2,1/5,1/11,3,6,1157,1271,1144,1271,1271
1/2/2023,Hotel 96,Charlotte,2,1/2,1/3,0,1,233,233,230,233,223
1/2/2023,Hotel 96,Charlotte,2,1/5,1/6,3,1,346,362,362,362,361
1/2/2023,Hotel 96,Charlotte,2,1/2,1/6,0,4,1063,1093,1091,1093,1055
1/2/2023,Hotel 96,Charlotte,2,1/5,1/9,3,4,1333,1367,1367,1367,1322
1/2/2023,Hotel 96,Charlotte,2,1/2,1/8,0,6,1821,1917,1914,1917,1822
1/2/2023,Hotel 96,Charlotte,2,1/5,1/11,3,6,2204,2045,2045,2056,1917
1/2/2023,Hotel 194,Charlotte,2,1/2,1/3,0,1,69,90,95,95,94
1/2/2023,Hotel 194,Charlotte,2,1/5,1/6,3,1,68,90,95,95,94
1/2/2023,Hotel 194,Charlotte,2,1/2,1/6,0,4,347,360,379,378,378
1/2/2023,Hotel 194,Charlotte,2,1/5,1/9,3,4,355,372,392,392,391
1/2/2023,Hotel 194,Charlotte,2,1/2,1/8,0,6,532,552,581,581,581
1/2/2023,Hotel 194,Charlotte,2,1/5,1/11,3,6,520,547,576,576,576
1/2/2023,Hotel 257,Charlotte,2,1/2,1/3,0,1,276,279,291,310,310
1/2/2023,Hotel 257,Charlotte,2,1/5,1/6,3,1,323,321,356,356,356
1/2/2023,Hotel 257,Charlotte,2,1/2,1/6,0,4,1084,1068,1115,1187,1186
1/2/2023,Hotel 257,Charlotte,2,1/5,1/9,3,4,1311,1269,1326,1410,1410
1/2/2023,Hotel 257,Charlotte,2,1/2,1/8,0,6,1786,1756,1834,1951,1951
1/2/2023,Hotel 257,Charlotte,2,1/5,1/11,3,6,1723,1696,1771,1885,1884
1/2/2023,Hotel 222,Charlotte,2,1/2,1/3,0,1,67,102,93,102,100
1/2/2023,Hotel 222,Charlotte,2,1/5,1/6,3,1,57,92,83,92,90
1/2/2023,Hotel 222,Charlotte,2,1/2,1/6,0,4,357,415,376,415,407
1/2/2023,Hotel 222,Charlotte,2,1/5,1/9,3,4,321,425,384,425,416
1/2/2023,Hotel 222,Charlotte,2,1/2,1/8,0,6,586,684,619,684,672
1/2/2023,Hotel 222,Charlotte,2,1/5,1/11,3,6,517,612,554,612,599
1/2/2023,Hotel 167,Charlotte,2,1/2,1/3,0,1,39,84,70,84,69
1/2/2023,Hotel 167,Charlotte,2,1/5,1/6,3,1,40,85,71,85,70
1/2/2023,Hotel 167,Charlotte,2,1/2,1/6,0,4,242,345,286,345,286
1/2/2023,Hotel 167,Charlotte,2,1/5,1/9,3,4,316,363,327,363,335
1/2/2023,Hotel 167,Charlotte,2,1/2,1/8,0,6,441,538,484,538,494
1/2/2023,Hotel 167,Charlotte,2,1/5,1/11,3,6,418,531,478,531,487
1/2/2023,Hotel 227,Charlotte,2,1/2,1/3,0,1,48,80,80,80,75
1/2/2023,Hotel 227,Charlotte,2,1/5,1/6,3,1,47,80,80,80,75
1/2/2023,Hotel 227,Charlotte,2,1/2,1/6,0,4,272,318,318,318,300
1/2/2023,Hotel 227,Charlotte,2,1/5,1/9,3,4,248,318,318,318,300
1/2/2023,Hotel 227,Charlotte,2,1/2,1/8,0,6,401,477,477,477,450
1/2/2023,Hotel 227,Charlotte,2,1/5,1/11,3,6,401,477,477,477,450
1/2/2023,Hotel 48,Charlotte,2,1/2,1/3,0,1,85,105,94,105,104
1/2/2023,Hotel 48,Charlotte,2,1/5,1/6,3,1,82,104,93,104,103
1/2/2023,Hotel 48,Charlotte,2,1/2,1/6,0,4,283,312,312,312,296
1/2/2023,Hotel 48,Charlotte,2,1/5,1/9,3,4,343,344,344,344,325
1/2/2023,Hotel 48,Charlotte,2,1/2,1/8,0,6,461,500,500,500,474
1/2/2023,Hotel 48,Charlotte,2,1/5,1/11,3,6,452,500,500,500,472
1/2/2023,Hotel 178,Charlotte,2,1/2,1/3,0,1,219,249,249,249,248
1/2/2023,Hotel 178,Charlotte,2,1/5,1/6,3,1,291,322,322,322,322
1/2/2023,Hotel 178,Charlotte,2,1/2,1/6,0,4,1050,1147,1147,1147,1147
1/2/2023,Hotel 178,Charlotte,2,1/5,1/9,3,4,1261,1363,1363,1363,1362
1/2/2023,Hotel 178,Charlotte,2,1/2,1/8,0,6,1855,1968,1968,1968,1968
1/2/2023,Hotel 178,Charlotte,2,1/5,1/11,3,6,1763,1875,1875,1875,1875
1/2/2023,Hotel 197,Charlotte,2,1/2,1/3,0,1,113,127,114,141,132
1/2/2023,Hotel 197,Charlotte,2,1/5,1/6,3,1,107,124,112,138,130
1/2/2023,Hotel 197,Charlotte,2,1/2,1/6,0,4,413,36,376,418,394
1/2/2023,Hotel 197,Charlotte,2,1/5,1/9,3,4,410,381,412,439,432
1/2/2023,Hotel 197,Charlotte,2,1/2,1/8,0,6,644,575,615,663,682
1/2/2023,Hotel 197,Charlotte,2,1/5,1/11,3,6,613,558,597,644,626
1/2/2023,Hotel 146,Charlotte,2,1/2,1/3,0,1,244,287,287,287,286
1/2/2023,Hotel 146,Charlotte,2,1/5,1/6,3,1,348,379,379,379,379
1/2/2023,Hotel 146,Charlotte,2,1/2,1/6,0,4,928,1003,1003,1003,1002
1/2/2023,Hotel 146,Charlotte,2,1/5,1/9,3,4,1251,1325,1325,1325,1325
1/2/2023,Hotel 146,Charlotte,2,1/2,1/8,0,6,1711,1785,1785,1785,1785
1/2/2023,Hotel 146,Charlotte,2,1/5,1/11,3,6,1720,1794,1794,1794,1794
1/2/2023,Hotel 47,Chicago,2,1/2,1/3,0,1,69,90,92,109,102
1/2/2023,Hotel 47,Chicago,2,1/5,1/6,3,1,69,90,98,115,102
1/2/2023,Hotel 47,Chicago,2,1/2,1/6,0,4,355,352,346,428,409
1/2/2023,Hotel 47,Chicago,2,1/5,1/9,3,4,567,635,701,670,745
1/2/2023,Hotel 47,Chicago,2,1/2,1/8,0,6,730,741,898,813,955
1/2/2023,Hotel 47,Chicago,2,1/5,1/11,3,6,802,771,938,846,997
1/2/2023,Hotel 280,Chicago,2,1/2,1/3,0,1,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
1/2/2023,Hotel 280,Chicago,2,1/5,1/6,3,1,60,96,97,109,99
1/2/2023,Hotel 280,Chicago,2,1/2,1/6,0,4,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
1/2/2023,Hotel 280,Chicago,2,1/5,1/9,3,4,575,635,600,747,615
1/2/2023,Hotel 280,Chicago,2,1/2,1/8,0,6,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
1/2/2023,Hotel 280,Chicago,2,1/5,1/11,3,6,772,832,787,979,799
1/2/2023,Hotel 121,Chicago,2,1/2,1/3,0,1,119,166,166,176,175
1/2/2023,Hotel 121,Chicago,2,1/5,1/6,3,1,106,177,167,187,187
1/2/2023,Hotel 121,Chicago,2,1/2,1/6,0,4,588,697,697,737,737
1/2/2023,Hotel 121,Chicago,2,1/5,1/9,3,4,874,1018,1018,1079,1079
1/2/2023,Hotel 121,Chicago,2,1/2,1/8,0,6,865,1350,1350,1430,1430
1/2/2023,Hotel 121,Chicago,2,1/5,1/11,3,6,1103,1328,1328,1407,1406
1/2/2023,Hotel 233,Chicago,2,1/2,1/3,0,1,104,133,151,151,161
1/2/2023,Hotel 233,Chicago,2,1/5,1/6,3,1,115,145,151,151,161
1/2/2023,Hotel 233,Chicago,2,1/2,1/6,0,4,610,579,604,684,647
1/2/2023,Hotel 233,Chicago,2,1/5,1/9,3,4,727,814,838,949,905
1/2/2023,Hotel 233,Chicago,2,1/2,1/8,0,6,803,1104,1140,1290,1229
1/2/2023,Hotel 233,Chicago,2,1/5,1/11,3,6,976,1104,1140,1290,1228
1/2/2023,Hotel 113,Chicago,2,1/2,1/3,0,1,94,127,116,129,128
1/2/2023,Hotel 113,Chicago,2,1/5,1/6,3,1,91,127,116,129,128
1/2/2023,Hotel 113,Chicago,2,1/2,1/6,0,4,435,509,463,515,514
1/2/2023,Hotel 113,Chicago,2,1/5,1/9,3,4,599,696,616,696,684
1/2/2023,Hotel 113,Chicago,2,1/2,1/8,0,6,823,941,857,952,952
1/2/2023,Hotel 113,Chicago,2,1/5,1/11,3,6,863,940,830,956,921
1/2/2023,Hotel 9,Chicago,2,1/2,1/3,0,1,108,137,167,145,166
1/2/2023,Hotel 9,Chicago,2,1/5,1/6,3,1,92,145,145,145,144
1/2/2023,Hotel 9,Chicago,2,1/2,1/6,0,4,490,549,667,579,666
1/2/2023,Hotel 9,Chicago,2,1/5,1/9,3,4,725,921,1014,944,1014
1/2/2023,Hotel 9,Chicago,2,1/2,1/8,0,6,846,881,1071,976,1070
1/2/2023,Hotel 9,Chicago,2,1/5,1/11,3,6,976,1255,1381,1318,1380
1/2/2023,Hotel 72,Chicago,2,1/2,1/3,0,1,117,139,141,164,141
1/2/2023,Hotel 72,Chicago,2,1/5,1/6,3,1,103,139,141,164,141
1/2/2023,Hotel 72,Chicago,2,1/2,1/6,0,4,543,709,707,612,709
1/2/2023,Hotel 72,Chicago,2,1/5,1/9,3,4,885,866,922,1042,925
1/2/2023,Hotel 72,Chicago,2,1/2,1/8,0,6,965,1290,1276,1553,1279
1/2/2023,Hotel 72,Chicago,2,1/5,1/11,3,6,920,1290,1276,1553,1279
1/2/2023,Hotel 219,Chicago,2,1/2,1/3,0,1,199,187,208,242,202
1/2/2023,Hotel 219,Chicago,2,1/5,1/6,3,1,189,222,233,257,213
1/2/2023,Hotel 219,Chicago,2,1/2,1/6,0,4,807,760,845,982,820
1/2/2023,Hotel 219,Chicago,2,1/5,1/9,3,4,962,1074,1177,1247,1032
1/2/2023,Hotel 219,Chicago,2,1/2,1/8,0,6,1531,1467,1607,1701,1413
1/2/2023,Hotel 219,Chicago,2,1/5,1/11,3,6,1317,1442,1580,1672,1389
1/2/2023,Hotel 273,Chicago,2,1/2,1/3,0,1,71,102,89,116,116
1/2/2023,Hotel 273,Chicago,2,1/5,1/6,3,1,71,102,94,116,116
1/2/2023,Hotel 273,Chicago,2,1/2,1/6,0,4,266,408,355,466,465
1/2/2023,Hotel 273,Chicago,2,1/5,1/9,3,4,605,676,588,772,772
1/2/2023,Hotel 273,Chicago,2,1/2,1/8,0,6,816,875,762,1000,1000
1/2/2023,Hotel 273,Chicago,2,1/5,1/11,3,6,826,888,772,1014,1014
1/2/2023,Hotel 250,Chicago,2,1/2,1/3,0,1,103,144,144,152,151
1/2/2023,Hotel 250,Chicago,2,1/5,1/6,3,1,111,155,146,164,137
1/2/2023,Hotel 250,Chicago,2,1/2,1/6,0,4,425,598,587,914,619
1/2/2023,Hotel 250,Chicago,2,1/5,1/9,3,4,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
1/2/2023,Hotel 250,Chicago,2,1/2,1/8,0,6,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
1/2/2023,Hotel 250,Chicago,2,1/5,1/11,3,6,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
1/2/2023,Hotel 246,Chicago,2,1/2,1/3,0,1,147,146,139,167,167
1/2/2023,Hotel 246,Chicago,2,1/5,1/6,3,1,161,160,164,183,182
1/2/2023,Hotel 246,Chicago,2,1/2,1/6,0,4,630,626,590,715,715
1/2/2023,Hotel 246,Chicago,2,1/5,1/9,3,4,956,968,1018,1114,1242
1/2/2023,Hotel 246,Chicago,2,1/2,1/8,0,6,1229,1393,1171,1507,1430
1/2/2023,Hotel 246,Chicago,2,1/5,1/11,3,6,1329,1305,1365,1545,1673
1/2/2023,Hotel 92,Chicago,2,1/2,1/3,0,1,136,153,137,137,164
1/2/2023,Hotel 92,Chicago,2,1/5,1/6,3,1,Sold Out,142,Sold Out,Sold Out,142
1/2/2023,Hotel 92,Chicago,2,1/2,1/6,0,4,470,589,547,547,601
1/2/2023,Hotel 92,Chicago,2,1/5,1/9,3,4,Sold Out,812,Sold Out,Sold Out,768
1/2/2023,Hotel 92,Chicago,2,1/2,1/8,0,6,Sold Out,1198,Sold Out,Sold Out,1083
1/2/2023,Hotel 92,Chicago,2,1/5,1/11,3,6,Sold Out,1097,Sold Out,Sold Out,980
1/2/2023,Hotel 300,Dallas,2,1/2,1/3,0,1,201,244,231,304,231
1/2/2023,Hotel 300,Dallas,2,1/5,1/6,3,1,238,283,242,352,242
1/2/2023,Hotel 300,Dallas,2,1/2,1/6,0,4,915,1079,960,1344,960
1/2/2023,Hotel 300,Dallas,2,1/5,1/9,3,4,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
1/2/2023,Hotel 300,Dallas,2,1/2,1/8,0,6,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
1/2/2023,Hotel 300,Dallas,2,1/5,1/11,3,6,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
1/2/2023,Hotel 115,Dallas,2,1/2,1/3,0,1,438,439,Sold Out,542,Sold Out
1/2/2023,Hotel 115,Dallas,2,1/5,1/6,3,1,423,468,585,585,554
1/2/2023,Hotel 115,Dallas,2,1/2,1/6,0,4,2097,2164,Sold Out,2675,Sold Out
1/2/2023,Hotel 115,Dallas,2,1/5,1/9,3,4,1987,1985,2463,2480,2350
1/2/2023,Hotel 115,Dallas,2,1/2,1/8,0,6,3222,3410,Sold Out,4218,Sold Out
1/2/2023,Hotel 115,Dallas,2,1/5,1/11,3,6,2809,2935,3631,3668,3458
1/2/2023,Hotel 290,Dallas,2,1/2,1/3,0,1,85,120,120,120,119
1/2/2023,Hotel 290,Dallas,2,1/5,1/6,3,1,85,120,108,120,119
1/2/2023,Hotel 290,Dallas,2,1/2,1/6,0,4,356,402,407,407,406
1/2/2023,Hotel 290,Dallas,2,1/5,1/9,3,4,401,465,470,470,470
1/2/2023,Hotel 290,Dallas,2,1/2,1/8,0,6,582,661,669,669,668
1/2/2023,Hotel 290,Dallas,2,1/5,1/11,3,6,596,675,683,683,683
1/2/2023,Hotel 202,Dallas,2,1/2,1/3,0,1,45,70,70,78,77
1/2/2023,Hotel 202,Dallas,2,1/5,1/6,3,1,56,70,70,78,77
1/2/2023,Hotel 202,Dallas,2,1/2,1/6,0,4,269,281,281,312,311
1/2/2023,Hotel 202,Dallas,2,1/5,1/9,3,4,282,301,301,334,334
1/2/2023,Hotel 202,Dallas,2,1/2,1/8,0,6,406,441,441,490,490
1/2/2023,Hotel 202,Dallas,2,1/5,1/11,3,6,400,441,441,490,490
1/2/2023,Hotel 287,Dallas,2,1/2,1/3,0,1,74,97,94,108,108
1/2/2023,Hotel 287,Dallas,2,1/5,1/6,3,1,60,92,94,108,108
1/2/2023,Hotel 287,Dallas,2,1/2,1/6,0,4,365,389,377,432,432
1/2/2023,Hotel 287,Dallas,2,1/5,1/9,3,4,373,392,402,461,461
1/2/2023,Hotel 287,Dallas,2,1/2,1/8,0,6,559,588,586,672,671
1/2/2023,Hotel 287,Dallas,2,1/5,1/11,3,6,549,586,601,689,688
1/2/2023,Hotel 203,Dallas,2,1/2,1/3,0,1,37,70,63,70,69
1/2/2023,Hotel 203,Dallas,2,1/5,1/6,3,1,32,67,62,69,68
1/2/2023,Hotel 203,Dallas,2,1/2,1/6,0,4,220,260,234,260,259
1/2/2023,Hotel 203,Dallas,2,1/5,1/9,3,4,284,330,297,330,328
1/2/2023,Hotel 203,Dallas,2,1/2,1/8,0,6,408,414,373,414,412
1/2/2023,Hotel 203,Dallas,2,1/5,1/11,3,6,415,494,445,494,493
1/2/2023,Hotel 224,Dallas,2,1/2,1/3,0,1,89,127,114,127,107
1/2/2023,Hotel 224,Dallas,2,1/5,1/6,3,1,67,101,103,101,114
1/2/2023,Hotel 224,Dallas,2,1/2,1/6,0,4,413,507,456,507,430
1/2/2023,Hotel 224,Dallas,2,1/5,1/9,3,4,358,408,411,408,456
1/2/2023,Hotel 224,Dallas,2,1/2,1/8,0,6,455,533,479,533,532
1/2/2023,Hotel 224,Dallas,2,1/5,1/11,3,6,456,537,479,533,532
1/2/2023,Hotel 156,Dallas,2,1/2,1/3,0,1,155,196,194,218,217
1/2/2023,Hotel 156,Dallas,2,1/5,1/6,3,1,178,196,194,218,217
1/2/2023,Hotel 156,Dallas,2,1/2,1/6,0,4,615,697,776,697,871
1/2/2023,Hotel 156,Dallas,2,1/5,1/9,3,4,766,857,1003,857,1067
1/2/2023,Hotel 156,Dallas,2,1/2,1/8,0,6,1043,1202,1413,1202,1503
1/2/2023,Hotel 156,Dallas,2,1/5,1/11,3,6,1043,1212,1413,1202,1503
1/2/2023,Hotel 221,Dallas,2,1/2,1/3,0,1,45,77,77,77,76
1/2/2023,Hotel 221,Dallas,2,1/5,1/6,3,1,45,77,77,77,76
1/2/2023,Hotel 221,Dallas,2,1/2,1/6,0,4,220,263,262,263,262
1/2/2023,Hotel 221,Dallas,2,1/5,1/9,3,4,398,436,446,447,447
1/2/2023,Hotel 221,Dallas,2,1/2,1/8,0,6,409,454,453,454,452
1/2/2023,Hotel 221,Dallas,2,1/5,1/11,3,6,601,666,682,683,681
1/2/2023,Hotel 185,Dallas,2,1/2,1/3,0,1,36,58,66,66,66
1/2/2023,Hotel 185,Dallas,2,1/5,1/6,3,1,37,58,66,66,66
1/2/2023,Hotel 185,Dallas,2,1/2,1/6,0,4,219,217,215,247,244
1/2/2023,Hotel 185,Dallas,2,1/5,1/9,3,4,219,214,215,247,244
1/2/2023,Hotel 185,Dallas,2,1/2,1/8,0,6,345,325,323,370,366
1/2/2023,Hotel 185,Dallas,2,1/5,1/11,3,6,345,325,323,370,366
1/2/2023,Hotel 275,Dallas,2,1/2,1/3,0,1,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
1/2/2023,Hotel 275,Dallas,2,1/5,1/6,3,1,66,79,90,79,89
1/2/2023,Hotel 275,Dallas,2,1/2,1/6,0,4,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
1/2/2023,Hotel 275,Dallas,2,1/5,1/9,3,4,446,541,551,541,554
1/2/2023,Hotel 275,Dallas,2,1/2,1/8,0,6,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
1/2/2023,Hotel 275,Dallas,2,1/5,1/11,3,6,714,873,861,873,807
1/2/2023,Hotel 7,Dallas,2,1/2,1/3,0,1,116,142,141,142,142
1/2/2023,Hotel 7,Dallas,2,1/5,1/6,3,1,116,142,141,142,142
1/2/2023,Hotel 7,Dallas,2,1/2,1/6,0,4,429,525,566,567,568
1/2/2023,Hotel 7,Dallas,2,1/5,1/9,3,4,769,943,941,943,946
1/2/2023,Hotel 7,Dallas,2,1/2,1/8,0,6,698,855,931,933,935
1/2/2023,Hotel 7,Dallas,2,1/5,1/11,3,6,1210,1486,1482,1486,1490
1/2/2023,Hotel 44,Denver,2,1/2,1/3,0,1,84,108,109,108,108
1/2/2023,Hotel 44,Denver,2,1/5,1/6,3,1,88,118,119,118,118
1/2/2023,Hotel 44,Denver,2,1/2,1/6,0,4,400,421,421,421,420
1/2/2023,Hotel 44,Denver,2,1/5,1/9,3,4,418,484,485,484,485
1/2/2023,Hotel 44,Denver,2,1/2,1/8,0,6,633,683,683,683,683
1/2/2023,Hotel 44,Denver,2,1/5,1/11,3,6,722,695,696,695,697
1/2/2023,Hotel 239,Denver,2,1/2,1/3,0,1,144,156,156,156,156
1/2/2023,Hotel 239,Denver,2,1/5,1/6,3,1,144,146,162,162,162
1/2/2023,Hotel 239,Denver,2,1/2,1/6,0,4,595,634,634,634,634
1/2/2023,Hotel 239,Denver,2,1/5,1/9,3,4,956,992,1021,1021,1020
1/2/2023,Hotel 239,Denver,2,1/2,1/8,0,6,1285,1350,1350,1350,1283
1/2/2023,Hotel 239,Denver,2,1/5,1/11,3,6,1308,1340,1367,1367,1299
1/2/2023,Hotel 198,Denver,2,1/2,1/3,0,1,92,114,145,126,156
1/2/2023,Hotel 198,Denver,2,1/5,1/6,3,1,81,103,117,115,141
1/2/2023,Hotel 198,Denver,2,1/2,1/6,0,4,374,376,565,470,417
1/2/2023,Hotel 198,Denver,2,1/5,1/9,3,4,374,367,485,458,409
1/2/2023,Hotel 198,Denver,2,1/2,1/8,0,6,558,559,853,699,593
1/2/2023,Hotel 198,Denver,2,1/5,1/11,3,6,548,550,740,688,592
1/2/2023,Hotel 237,Denver,2,1/2,1/3,0,1,237,245,306,277,352
1/2/2023,Hotel 237,Denver,2,1/5,1/6,3,1,290,294,368,333,424
1/2/2023,Hotel 237,Denver,2,1/2,1/6,0,4,1073,1078,1043,1220,1198
1/2/2023,Hotel 237,Denver,2,1/5,1/9,3,4,1524,1692,1705,1692,1971
1/2/2023,Hotel 237,Denver,2,1/2,1/8,0,6,2067,2025,2317,2247,2853
1/2/2023,Hotel 237,Denver,2,1/5,1/11,3,6,2192,2377,2460,2377,2844
1/2/2023,Hotel 52,Denver,2,1/2,1/3,0,1,150,172,172,172,172
1/2/2023,Hotel 52,Denver,2,1/5,1/6,3,1,170,196,196,196,195
1/2/2023,Hotel 52,Denver,2,1/2,1/6,0,4,737,736,736,736,736
1/2/2023,Hotel 52,Denver,2,1/5,1/9,3,4,1200,1199,1199,1199,1199
1/2/2023,Hotel 52,Denver,2,1/2,1/8,0,6,1197,1204,1544,1235,1544
1/2/2023,Hotel 52,Denver,2,1/5,1/11,3,6,1215,1222,1567,1254,1567
1/2/2023,Hotel 272,Denver,2,1/2,1/3,0,1,171,186,178,207,207
1/2/2023,Hotel 272,Denver,2,1/5,1/6,3,1,171,186,178,207,207
1/2/2023,Hotel 272,Denver,2,1/2,1/6,0,4,621,622,612,704,704
1/2/2023,Hotel 272,Denver,2,1/5,1/9,3,4,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
1/2/2023,Hotel 272,Denver,2,1/2,1/8,0,6,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
1/2/2023,Hotel 272,Denver,2,1/5,1/11,3,6,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
1/2/2023,Hotel 37,Denver,2,1/2,1/3,0,1,173,195,184,213,212
1/2/2023,Hotel 37,Denver,2,1/5,1/6,3,1,173,195,184,213,212
1/2/2023,Hotel 37,Denver,2,1/2,1/6,0,4,682,778,748,945,756
1/2/2023,Hotel 37,Denver,2,1/5,1/9,3,4,1004,1132,1125,1245,1098
1/2/2023,Hotel 37,Denver,2,1/2,1/8,0,6,1430,1584,1601,1741,1537
1/2/2023,Hotel 37,Denver,2,1/5,1/11,3,6,1351,1511,1499,1660,1466
1/2/2023,Hotel 268,Denver,2,1/2,1/3,0,1,200,215,233,262,262
1/2/2023,Hotel 268,Denver,2,1/5,1/6,3,1,217,239,233,262,267
1/3/2023,Hotel 268,Denver,2,1/3,1/7,0,4,721,812,931,812,1051
1/3/2023,Hotel 268,Denver,2,1/6,1/10,3,4,821,979,1308,979,1540
1/3/2023,Hotel 268,Denver,2,1/3,1/9,0,6,1075,1242,1753,1242,2039
1/3/2023,Hotel 268,Denver,2,1/6,1/12,3,6,1121,1290,1814,1290,2118
1/3/2023,Hotel 26,Denver,2,1/3,1/4,0,1,83,104,116,116,116
1/3/2023,Hotel 26,Denver,2,1/6,1/7,3,1,98,109,121,121,121
1/3/2023,Hotel 26,Denver,2,1/3,1/7,0,4,404,423,470,470,469
1/3/2023,Hotel 26,Denver,2,1/6,1/10,3,4,444,427,516,475,516
1/3/2023,Hotel 26,Denver,2,1/3,1/9,0,6,624,636,769,707,707
1/3/2023,Hotel 26,Denver,2,1/6,1/12,3,6,668,636,769,707,707
1/3/2023,Hotel 291,Denver,2,1/3,1/4,0,1,153,154,146,170,170
1/3/2023,Hotel 291,Denver,2,1/6,1/7,3,1,160,174,175,192,192
1/3/2023,Hotel 291,Denver,2,1/3,1/7,0,4,620,633,600,697,699
1/3/2023,Hotel 291,Denver,2,1/6,1/10,3,4,719,678,642,747,748
1/3/2023,Hotel 291,Denver,2,1/3,1/9,0,6,946,992,940,1093,1095
1/3/2023,Hotel 291,Denver,2,1/6,1/12,3,6,917,966,915,1064,1066
1/3/2023,Hotel 90,Denver,2,1/3,1/4,0,1,40,71,71,79,79
1/3/2023,Hotel 90,Denver,2,1/6,1/7,3,1,45,76,76,84,84
1/3/2023,Hotel 90,Denver,2,1/3,1/7,0,4,201,289,289,321,321
1/3/2023,Hotel 90,Denver,2,1/6,1/10,3,4,257,304,304,337,337
1/3/2023,Hotel 90,Denver,2,1/3,1/9,0,6,397,441,441,490,489
1/3/2023,Hotel 90,Denver,2,1/6,1/12,3,6,404,455,455,506,505
1/3/2023,Hotel 97,Denver,2,1/3,1/4,0,1,112,125,156,156,151
1/3/2023,Hotel 97,Denver,2,1/6,1/7,3,1,202,193,242,242,233
1/3/2023,Hotel 97,Denver,2,1/3,1/7,0,4,619,582,727,727,690
1/3/2023,Hotel 97,Denver,2,1/6,1/10,3,4,789,743,928,928,882
1/3/2023,Hotel 97,Denver,2,1/3,1/9,0,6,1177,1148,1435,1435,1202
1/3/2023,Hotel 97,Denver,2,1/6,1/12,3,6,1222,1156,1445,1445,1204
1/3/2023,Hotel 201,Fort Lauderdale,2,1/3,1/4,0,1,54,91,82,96,81
1/3/2023,Hotel 201,Fort Lauderdale,2,1/6,1/7,3,1,109,150,82,158,133
1/3/2023,Hotel 201,Fort Lauderdale,2,1/3,1/7,0,4,408,483,136,508,429
1/3/2023,Hotel 201,Fort Lauderdale,2,1/6,1/10,3,4,442,526,426,554,468
1/3/2023,Hotel 201,Fort Lauderdale,2,1/3,1/9,0,6,660,751,469,791,668
1/3/2023,Hotel 201,Fort Lauderdale,2,1/6,1/12,3,6,649,740,660,779,659
1/3/2023,Hotel 18,Fort Lauderdale,2,1/3,1/4,0,1,394,489,510,544,540
1/3/2023,Hotel 18,Fort Lauderdale,2,1/6,1/7,3,1,666,758,712,758,754
1/3/2023,Hotel 18,Fort Lauderdale,2,1/3,1/7,0,4,1829,2085,1766,2107,2093
1/3/2023,Hotel 18,Fort Lauderdale,2,1/6,1/10,3,4,1561,2123,1798,2146,1629
1/3/2023,Hotel 18,Fort Lauderdale,2,1/3,1/9,0,6,2588,3175,2528,3209,3188
1/3/2023,Hotel 18,Fort Lauderdale,2,1/6,1/12,3,6,2905,2852,2275,2883,2312
1/3/2023,Hotel 190,Fort Lauderdale,2,1/3,1/4,0,1,512,460,Sold Out,519,Sold Out
1/3/2023,Hotel 190,Fort Lauderdale,2,1/6,1/7,3,1,741,726,Sold Out,823,789
1/3/2023,Hotel 190,Fort Lauderdale,2,1/3,1/7,0,4,2854,2689,Sold Out,3056,Sold Out
1/3/2023,Hotel 190,Fort Lauderdale,2,1/6,1/10,3,4,2648,2512,Sold Out,2845,2631
1/3/2023,Hotel 190,Fort Lauderdale,2,1/3,1/9,0,6,4312,4019,Sold Out,4554,Sold Out
1/3/2023,Hotel 190,Fort Lauderdale,2,1/6,1/12,3,6,3668,3442,Sold Out,3894,3772
1/3/2023,Hotel 35,Fort Lauderdale,2,1/3,1/4,0,1,152,180,180,180,179
1/3/2023,Hotel 35,Fort Lauderdale,2,1/6,1/7,3,1,302,349,349,349,349
1/3/2023,Hotel 35,Fort Lauderdale,2,1/3,1/7,0,4,857,979,979,979,978
1/3/2023,Hotel 35,Fort Lauderdale,2,1/6,1/10,3,4,938,1058,1058,1058,1057
1/3/2023,Hotel 35,Fort Lauderdale,2,1/3,1/9,0,6,1361,1507,1507,1507,1507
1/3/2023,Hotel 35,Fort Lauderdale,2,1/6,1/12,3,6,1261,1394,1394,1394,1394
1/3/2023,Hotel 212,Fort Lauderdale,2,1/3,1/4,0,1,99,100,94,134,107
